id,universitySlug,nameFa,iscCategory,iscRank,dimension,status,reportedStatus,publicationAdjustment,reviewOutcome,reviewedAt,sourceCount,sourceKinds,sourceUrls,verificationBasis,missingDataRule
imam-hossein:documentsRegulations,imam-hossein,دانشگاه جامع امام حسین (ع),دستگاه اجرایی,1,documentsRegulations,restricted,restricted,,access-restricted,2026-08-10,2,restriction-reference | restriction-reference,https://www.ihu.ac.ir/ | http://portal.ihu.ac.ir/?q=fa/publications,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
shahed:portalIdentity,shahed,دانشگاه شاهد,دستگاه اجرایی,2,portalIdentity,verified,verified,,evidence-confirmed,2026-08-10,2,portal-identity | portal-identity,https://res.shahed.ac.ir | https://res.shahed.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
shahed:organization,shahed,دانشگاه شاهد,دستگاه اجرایی,2,organization,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://res.shahed.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
shahed:libraryDocuments,shahed,دانشگاه شاهد,دستگاه اجرایی,2,libraryDocuments,verified,verified,,evidence-confirmed,2026-08-10,2,unit | system,https://res.shahed.ac.ir/ | https://library.shahed.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
shahed:laboratories,shahed,دانشگاه شاهد,دستگاه اجرایی,2,laboratories,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://res.shahed.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
shahed:industryTechnology,shahed,دانشگاه شاهد,دستگاه اجرایی,2,industryTechnology,verified,verified,,evidence-confirmed,2026-08-10,1,unit,https://res.shahed.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
shahed:informationTechnology,shahed,دانشگاه شاهد,دستگاه اجرایی,2,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahed:systemsServices,shahed,دانشگاه شاهد,دستگاه اجرایی,2,systemsServices,verified,verified,,evidence-confirmed,2026-08-10,1,system,https://library.shahed.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
shahed:documentsRegulations,shahed,دانشگاه شاهد,دستگاه اجرایی,2,documentsRegulations,verified,verified,,evidence-confirmed,2026-08-10,1,document,https://library.shahed.ac.ir/,Dimension-specific evidence is registered on an official public surface.,Unresolved is not absence and is never automatically scored as zero.
malek-ashtar:portalIdentity,malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,portalIdentity,restricted,restricted,,access-restricted,2026-08-10,1,portal-identity,https://mut.ac.ir/,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
malek-ashtar:organization,malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,organization,restricted,restricted,,access-restricted,2026-08-10,1,restriction-reference,https://mut.ac.ir/,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
malek-ashtar:libraryDocuments,malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,libraryDocuments,restricted,restricted,,access-restricted,2026-08-10,1,restriction-reference,https://mut.ac.ir/,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
malek-ashtar:laboratories,malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,laboratories,restricted,restricted,,access-restricted,2026-08-10,1,restriction-reference,https://mut.ac.ir/,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
malek-ashtar:industryTechnology,malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,industryTechnology,restricted,restricted,,access-restricted,2026-08-10,1,restriction-reference,https://mut.ac.ir/,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
malek-ashtar:informationTechnology,malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,informationTechnology,restricted,restricted,,access-restricted,2026-08-10,1,restriction-reference,https://mut.ac.ir/,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
malek-ashtar:systemsServices,malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,systemsServices,restricted,restricted,,access-restricted,2026-08-10,1,restriction-reference,https://mut.ac.ir/,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
malek-ashtar:documentsRegulations,malek-ashtar,دانشگاه صنعتی مالک اشتر,دستگاه اجرایی,3,documentsRegulations,restricted,restricted,,access-restricted,2026-08-10,1,restriction-reference,https://mut.ac.ir/,"An attempted official or institutional URL is registered, but public verification was restricted or blocked.",Unresolved is not absence and is never automatically scored as zero.
shahid-rajaee:portalIdentity,shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,1,portal-identity,https://www.srttu.edu/,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahid-rajaee:organization,shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahid-rajaee:libraryDocuments,shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahid-rajaee:laboratories,shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahid-rajaee:industryTechnology,shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahid-rajaee:informationTechnology,shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahid-rajaee:systemsServices,shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
shahid-rajaee:documentsRegulations,shahid-rajaee,دانشگاه تربیت دبیر شهید رجایی,دستگاه اجرایی,4,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
aja-command:portalIdentity,aja-command,دانشگاه فرماندهی و ستاد آجا (دافوس),دستگاه اجرایی,5,portalIdentity,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
